"","Indice","YearFixed","MonthFixed","SpeciesFixed","DateFormated","WeekDayNumber","HemisphereFixed","AgeFixed","Sex","ActivityFixed","CountryFixed","ContinentFixed","Area","LargoMetrosFixed","LargoEstandarizado","FatalFixed"
"2773",2907,"1984","01","SPECIE_UNKNOWN","1984/01/04",4,"South",14,"F","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"2774",2908,"1984","00","SEVENHILL_SHARK","",99,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","California",NA,"N/A",0
"2775",2909,"1984","00","SPECIE_UNKNOWN","",99,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2776",2911,"1983","12","SPECIE_UNKNOWN","1983/12/25",1,"North",17,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2777",2912,"1983","12","WHITE_SHARK","1983/12/24",7,"South",48,"M","DIVING","AUSTRALIA","OCEANIA","South Australia",3.6576,"LARGO_3_4",0
"2778",2913,"1983","12","SPECIE_UNKNOWN","1983/12/22",5,"South",16,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2779",2914,"1983","12","RAGGEDTOOTH_SHARK","1983/12/21",4,"South",47,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",1,"LARGO_0_1",0
"2780",2916,"1983","11","SPECIE_UNKNOWN","1983/11/21",2,"North",-1,"M","BOATING","PHILIPPINES","ASIA","Central Philippines",5,"LARGO_4_5",0
"2781",2917,"1983","11","TIGER_SHARK","1983/11/10",5,"North",15,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2782",2919,"1983","10","SPECIE_UNKNOWN","1983/10/17",2,"North",16,"M","SURFING","USA","NORTH_AMERICA","Florida",1.5,"LARGO_1_2",0
"2783",2920,"1983","10","SPECIE_UNKNOWN","1983/10/13",5,"North",20,"M","WADING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
"2784",2921,"1983","09","SPECIE_UNKNOWN","1983/09/04",1,"North",15,"M","STANDING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2785",2922,"1983","08","WHITE_SHARK","1983/08/20",7,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Oregon",NA,"N/A",0
"2786",2923,"1983","08","WHITE_SHARK","1983/08/20",7,"South",29,"M","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",5,"LARGO_4_5",0
"2787",2924,"1983","08","SAND_SHARK","1983/08/15",2,"North",14,"F","SWIMMING","USA","NORTH_AMERICA","Virginia",NA,"N/A",0
"2788",2925,"1983","08","NURSE_SHARK","1983/08/13",7,"North",14,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2789",2926,"1983","08","BULL_SHARK","1983/08/13",7,"North",22,"F","DIVING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"2790",2927,"1983","08","SPECIE_UNKNOWN","1983/08/06",7,"North",-1,"","FISHING","USA","NORTH_AMERICA","Rhode Island",NA,"N/A",0
"2791",2928,"1983","07","TIGER_SHARK","1983/07/26",3,"South",21,"F","SWIMMING","AUSTRALIA","OCEANIA","Queensland",5,"LARGO_4_5",1
"2792",2929,"1983","07","TIGER_SHARK","1983/07/25",2,"South",24,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",5,"LARGO_4_5",1
"2793",2930,"1983","07","TIGER_SHARK","1983/07/25",2,"South",28,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",5,"LARGO_4_5",0
"2794",2931,"1983","07","SPECIE_UNKNOWN","1983/07/15",6,"South",-1,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",3,"LARGO_2_3",0
"2795",2932,"1983","07","HAMMERHEAD_SHARK","1983/07/12",3,"North",39,"F","SURFING","USA","NORTH_AMERICA","Florida",1.524,"LARGO_1_2",0
"2796",2933,"1983","07","SPECIE_UNKNOWN","1983/07/08",6,"North",13,"M","FISHING","BAHAMAS","NORTH_AMERICA","Abaco Islands",NA,"N/A",0
"2797",2934,"1983","07","SPECIE_UNKNOWN","1983/07/05",3,"North",17,"M","FLOATING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2798",2935,"1983","06","SPECIE_UNKNOWN","1983/06/29",4,"North",42,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2799",2936,"1983","06","SPECIE_UNKNOWN","1983/06/22",4,"North",15,"M","FISHING","BAHAMAS","NORTH_AMERICA","Abaco Islands",NA,"N/A",1
"2800",2937,"1983","06","SPECIE_UNKNOWN","1983/06/20",2,"North",21,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2801",2938,"1983","06","BLACKTIP_SHARK","1983/06/15",4,"North",30,"M","ACTIVITY_UNKNOWN","BAHAMAS","NORTH_AMERICA","",1.8288,"LARGO_1_2",0
"2802",2939,"1983","06","SPECIE_UNKNOWN","1983/06/15",4,"North",-1,"M","DIVING","ITALY","EUROPE","Northwest Italy",NA,"N/A",0
"2803",2940,"1983","06","REEF_SHARK","",99,"North",-1,"M","FISHING","BAHAMAS","NORTH_AMERICA","Berry Islands",NA,"N/A",0
"2804",2941,"1983","05","SPECIE_UNKNOWN","1983/05/31",3,"North",21,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"2805",2942,"1983","05","SPECIE_UNKNOWN","1983/05/24",3,"North",15,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2806",2943,"1983","05","SPECIE_UNKNOWN","1983/05/21",7,"North",22,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2807",2945,"1983","04","RAGGEDTOOTH_SHARK","1983/04/12",3,"South",27,"M","FISHING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",1.5,"LARGO_1_2",0
"2808",2946,"1983","04","SPECIE_UNKNOWN","1983/04/02",7,"North",16,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2809",2947,"1983","04","SPECIE_UNKNOWN","1983/04/02",7,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"2810",2948,"1983","03","SPECIE_UNKNOWN","1983/03/30",4,"South",17,"M","FISHING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",1.8,"LARGO_1_2",0
"2811",2949,"1983","03","BLACKTIP_SHARK","1983/03/22",3,"South",-1,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2812",2950,"1983","03","SPECIE_UNKNOWN","1983/03/10",5,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2813",2951,"1983","03","SPECIE_UNKNOWN","",99,"South",-1,"","ACTIVITY_UNKNOWN","NEW_CALEDONIA","OCEANIA","Loyalty Islands",NA,"N/A",0
"2814",2952,"1983","02","SPECIE_UNKNOWN","1983/02/20",1,"South",16,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",3,"LARGO_2_3",0
"2815",2953,"1983","01","SPECIE_UNKNOWN","1983/01/24",2,"North",43,"M","FISHING","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"2816",2954,"1983","01","SPECIE_UNKNOWN","1983/01/15",7,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"2817",2955,"1983","01","SPECIE_UNKNOWN","1983/01/10",2,"South",22,"M","SURFING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"2818",2956,"1983","01","WHITE_SHARK","1983/01/08",7,"South",32,"M","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"2819",2958,"1983","00","SPECIE_UNKNOWN","",99,"South",-1,"M","ACTIVITY_UNKNOWN","VANUATU","OCEANIA","Malampa Province",NA,"N/A",1
"2820",2959,"1983","00","BLUE_SHARK","",99,"North",-1,"M","FISHING","USA","NORTH_AMERICA","North & South Carolina",NA,"N/A",0
"2821",2960,"1982","11","SPECIE_UNKNOWN","",99,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"2822",2961,"1982","10","SPECIE_UNKNOWN","1982/10/13",4,"North",26,"M","SURFING","USA","NORTH_AMERICA","Florida",1.5,"LARGO_1_2",0
"2823",2962,"1982","09","SPECIE_UNKNOWN","1982/09/30",5,"South",16,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2824",2963,"1982","09","WHITE_SHARK","1982/09/30",5,"South",16,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2.8,"LARGO_2_3",0
"2825",2964,"1982","09","SPECIE_UNKNOWN","1982/09/27",2,"North",20,"M","SURFING","USA","NORTH_AMERICA","Florida",1.5,"LARGO_1_2",0
"2826",2965,"1982","09","WHITE_SHARK","1982/09/25",7,"North",36,"M","DIVING","USA","NORTH_AMERICA","California",NA,"N/A",0
"2827",2966,"1982","09","WHITE_SHARK","1982/09/19",1,"North",28,"M","DIVING","USA","NORTH_AMERICA","California",5,"LARGO_4_5",0
"2828",2967,"1982","09","SPECIE_UNKNOWN","1982/09/04",7,"North",20,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"2829",2968,"1982","08","SPECIE_UNKNOWN","1982/08/29",1,"North",-1,"M","ACTIVITY_UNKNOWN","JAPAN","ASIA","Kumamoto Prefecture",NA,"N/A",1
"2830",2969,"1982","08","SPECIE_UNKNOWN","1982/08/29",1,"North",17,"M","SURFING","USA","NORTH_AMERICA","California",NA,"N/A",0
"2831",2970,"1982","08","SPECIE_UNKNOWN","1982/08/29",1,"South",18,"F","SWIMMING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"2832",2971,"1982","08","SPINNER_SHARK","",99,"North",-1,"M","SURFING","TUNISIA","AFRICA","",2.1,"LARGO_2_3",0
"2833",2972,"1982","07","SPECIE_UNKNOWN","1982/07/31",7,"South",20,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"2834",2973,"1982","07","WHITE_SHARK","1982/07/24",7,"South",38,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2.4,"LARGO_2_3",0
"2835",2974,"1982","07","WHITE_SHARK","1982/07/24",7,"North",26,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","California",4.5,"LARGO_4_5",0
"2836",2975,"1982","07","SPECIE_UNKNOWN","1982/07/19",2,"North",17,"M","SWIMMING","USA","NORTH_AMERICA","Florida",0.9,"LARGO_0_1",0
"2837",2977,"1982","07","SPECIE_UNKNOWN","1982/07/01",5,"North",19,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2838",2978,"1982","07","SPECIE_UNKNOWN","",99,"South",-1,"","ACTIVITY_UNKNOWN","NEW_CALEDONIA","OCEANIA","South Province",NA,"N/A",0
"2839",2979,"1982","06","WHITE_SHARK","1982/06/29",3,"South",27,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2.4,"LARGO_2_3",1
"2840",2980,"1982","06","SPECIE_UNKNOWN","1982/06/26",7,"North",20,"M","SWIMMING","USA","NORTH_AMERICA","South Carolina",1.524,"LARGO_1_2",0
"2841",2981,"1982","06","LEMON_SHARK","1982/06/26",7,"North",19,"M","FISHING","BAHAMAS","NORTH_AMERICA","Andros Islands",2,"LARGO_1_2",0
"2842",2982,"1982","06","SPECIE_UNKNOWN","1982/06/25",6,"North",8,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2843",2983,"1982","06","REEF_SHARK","1982/06/13",1,"North",-1,"M","FELL_INTO_WATER","USA","NORTH_AMERICA","Hawaii",1.2,"LARGO_1_2",0
"2844",2984,"1982","05","SPECIE_UNKNOWN","",99,"North",0,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",NA,"N/A",1
"2845",2985,"1982","03","SPECIE_UNKNOWN","1982/03/10",4,"North",16,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2846",2986,"1982","03","SPECIE_UNKNOWN","1982/03/07",1,"South",20,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"2847",2987,"1982","03","SPECIE_UNKNOWN","",99,"South",-1,"M","FISHING","NEW_CALEDONIA","OCEANIA","",NA,"N/A",0
"2848",2988,"1982","02","WHITE_SHARK","1982/02/28",1,"South",32,"M","FISHING","AUSTRALIA","OCEANIA","Tasmania",5.5,"LARGO_5_6",1
"2849",2989,"1982","02","SPECIE_UNKNOWN","1982/02/27",7,"North",18,"M","SURFING","USA","NORTH_AMERICA","Florida",1.2192,"LARGO_1_2",0
"2850",2990,"1982","02","SPECIE_UNKNOWN","1982/02/17",4,"South",-1,"M","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"2851",2991,"1982","02","SPECIE_UNKNOWN","1982/02/14",1,"North",-1,"F","WADING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"2852",2992,"1982","02","SPECIE_UNKNOWN","1982/02/14",1,"North",-1,"F","SWIMMING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"2853",2993,"1982","02","SPECIE_UNKNOWN","1982/02/13",7,"North",75,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"2854",2994,"1982","02","WHITE_SHARK","1982/02/07",1,"North",-1,"M","DIVING","USA","NORTH_AMERICA","California",5,"LARGO_4_5",0
"2855",2995,"1982","02","SPECIE_UNKNOWN","1982/02/07",1,"North",29,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"2856",2996,"1982","01","RAGGEDTOOTH_SHARK","1982/01/29",6,"South",20,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2857",2998,"1982","00","WHITE_SHARK","",99,"North",-1,"M","FISHING","ITALY","EUROPE","Tyrrhenian Sea",NA,"N/A",0
"2858",3000,"1981","12","WHITE_SHARK","1981/12/19",7,"North",24,"M","SURFING","USA","NORTH_AMERICA","California",7,"LARGO_MAS_6",1
"2859",3001,"1981","12","SPECIE_UNKNOWN","1981/12/13",1,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"2860",3002,"1981","12","TIGER_SHARK","1981/12/13",1,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Hawaii",3.7,"LARGO_3_4",0
"2861",3003,"1981","11","SPECIE_UNKNOWN","1981/11/30",2,"South",-1,"M","FISHING","REUNION_ISLAND","AFRICA","Saint-Philippe",NA,"N/A",0
"2862",3004,"1981","10","WHITE_SHARK","1981/10/19",2,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Western Cape Province",3.5,"LARGO_3_4",0
"2863",3005,"1981","11","SPECIE_UNKNOWN","1981/11/09",2,"North",59,"M","DIVING","USA","NORTH_AMERICA","Hawaii",2.1,"LARGO_2_3",0
"2864",3006,"1981","10","SPECIE_UNKNOWN","1981/10/19",2,"North",19,"M","SWIMMING","USA","NORTH_AMERICA","Florida",1.8,"LARGO_1_2",0
"2865",3008,"1981","10","SPECIE_UNKNOWN","1981/10/16",6,"North",17,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2866",3009,"1981","10","SPECIE_UNKNOWN","1981/10/01",5,"North",24,"M","SURFING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"2867",3010,"1981","09","SPECIE_UNKNOWN","1981/09/28",2,"North",28,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2868",3011,"1981","09","SPECIE_UNKNOWN","1981/09/27",1,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2869",3012,"1981","09","TIGER_SHARK","1981/09/15",3,"North",26,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"2870",3013,"1981","09","SPECIE_UNKNOWN","1981/09/03",5,"North",25,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2871",3014,"1981","09","SPECIE_UNKNOWN","1981/09/03",5,"North",24,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2872",3015,"1981","08","SPECIE_UNKNOWN","1981/08/29",7,"North",15,"M","SURFING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"2873",3016,"1981","08","SPECIE_UNKNOWN","1981/08/24",2,"North",19,"M","FISHING","USA","NORTH_AMERICA","Florida",1.8,"LARGO_1_2",0
"2874",3018,"1981","08","NURSE_SHARK","1981/08/10",2,"North",-1,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2875",3019,"1981","08","SPECIE_UNKNOWN","1981/08/10",2,"North",19,"F","SHIPWRECK","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"2876",3020,"1981","08","MAKO_SHARK","1981/08/07",6,"North",53,"M","SNORKELING","BAHAMAS","NORTH_AMERICA","Grand Bahama Island",NA,"N/A",0
"2877",3021,"1981","07","SPECIE_UNKNOWN","1981/07/20",2,"North",16,"F","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2878",3022,"1981","07","SPECIE_UNKNOWN","1981/07/18",7,"South",32,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",1.8,"LARGO_1_2",0
"2879",3023,"1981","07","SPECIE_UNKNOWN","1981/07/07",3,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Florida",2.4,"LARGO_2_3",0
"2880",3024,"1981","07","CARCHARHINUS_SHARK","1981/07/01",4,"South",-1,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"2881",3025,"1981","06","THRESHER_SHARK","1981/06/15",2,"North",-1,"M","FISHING","ENGLAND","EUROPE","",3.9624,"LARGO_3_4",0
"2882",3027,"1981","05","SPECIE_UNKNOWN","1981/05/24",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",1
"2883",3028,"1981","05","WHITE_SHARK","1981/05/23",7,"North",27,"F","DIVING","SOUTH_KOREA","ASIA","Chungnam",6,"LARGO_5_6",1
"2884",3029,"1981","05","RAGGEDTOOTH_SHARK","1981/05/20",4,"South",27,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2885",3030,"1981","05","SPECIE_UNKNOWN","1981/05/19",3,"North",32,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2886",3031,"1981","05","LEMON_SHARK","1981/05/16",7,"North",-1,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2887",3032,"1981","05","RAGGEDTOOTH_SHARK","1981/05/10",1,"South",19,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2.5,"LARGO_2_3",0
"2888",3033,"1981","05","SPECIE_UNKNOWN","1981/05/07",5,"North",-1,"M","ACTIVITY_UNKNOWN","NAMIBIA","AFRICA","Eronogo Region",NA,"N/A",0
"2889",3034,"1981","03","SPECIE_UNKNOWN","1981/03/08",1,"North",-1,"","ACTIVITY_UNKNOWN","BERMUDA","NORTH_AMERICA","",NA,"N/A",0
"2890",3035,"1981","05","TIGER_SHARK","1981/05/05",3,"South",24,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2.1,"LARGO_2_3",0
"2891",3036,"1981","03","BULL_SHARK","1981/03/25",4,"North",19,"M","STANDING","USA","NORTH_AMERICA","Florida",1.2,"LARGO_1_2",0
"2892",3037,"1981","03","MALCULPINNIS_SHARK","1981/03/24",3,"North",24,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2893",3038,"1981","03","WHITE_SHARK","1981/03/04",4,"South",-1,"M","FISHING","CHILE","SOUTH_AMERICA","Coquimbo",NA,"N/A",0
"2894",3040,"1981","02","BLACKTIP_SHARK","1981/02/19",5,"South",30,"M","SWIMMING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"2895",3041,"1981","02","HAMMERHEAD_SHARK","1981/02/16",2,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Western Australia",1,"LARGO_0_1",0
"2896",3043,"1981","02","HAMMERHEAD_SHARK","1981/02/02",2,"North",15,"M","SURFING","USA","NORTH_AMERICA","Florida",1.8,"LARGO_1_2",0
"2897",3044,"1981","02","SPECIE_UNKNOWN","",99,"South",-1,"","FISHING","BRAZIL","SOUTH_AMERICA","Rio de Janeiro",NA,"N/A",0
"2898",3045,"1981","01","TIGER_SHARK","1981/01/30",6,"North",25,"M","FISHING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2899",3047,"1981","00","TIGER_SHARK","",99,"South",27,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",2.5,"LARGO_2_3",0
"2900",3048,"1981","00","SPECIE_UNKNOWN","",99,"North",-1,"M","FISHING","GREECE","EUROPE","Pagasitikos Gulf",NA,"N/A",0
"2901",3049,"1980","00","SPECIE_UNKNOWN","",99,"South",25,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Eastern Cape Province",3.5,"LARGO_3_4",0
"2902",3051,"1980","11","WHITE_SHARK","1980/11/24",2,"South",22,"M","FISHING","REUNION_ISLAND","AFRICA","Grand'Anse",1.8,"LARGO_1_2",0
"2903",3052,"1980","11","SPECIE_UNKNOWN","1980/11/18",3,"South",-1,"M","SWIMMING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"2904",3054,"1980","11","SPECIE_UNKNOWN","1980/11/11",3,"South",16,"M","SWIMMING","BRAZIL","SOUTH_AMERICA","Pernambuco",NA,"N/A",1
"2905",3055,"1980","10","WHITE_SHARK","1980/10/27",2,"North",29,"M","SURFING","USA","NORTH_AMERICA","Oregon",4,"LARGO_3_4",0
"2906",3056,"1980","10","WHITE_SHARK","1980/10/17",6,"North",19,"M","SURFING","USA","NORTH_AMERICA","California",4,"LARGO_3_4",0
"2907",3057,"1980","08","SPECIE_UNKNOWN","1980/08/22",6,"North",22,"M","DIVING","MEXICO","NORTH_AMERICA","",NA,"N/A",1
"2908",3058,"1980","08","SPECIE_UNKNOWN","1980/08/10",1,"North",10,"F","WADING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"2909",3059,"1980","08","TIGER_SHARK","1980/08/04",2,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Hawaii",4.3,"LARGO_4_5",0
"2910",3060,"1980","07","BLUE_SHARK","1980/07/26",7,"North",-1,"M","DIVING","SPAIN","EUROPE","Canary Islands",NA,"N/A",0
"2911",3061,"1980","07","SPECIE_UNKNOWN","1980/07/27",1,"North",15,"M","SURFING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"2912",3062,"1980","07","SPECIE_UNKNOWN","1980/07/23",4,"North",22,"F","STANDING","USA","NORTH_AMERICA","Delaware",1.2192,"LARGO_1_2",0
"2913",3063,"1980","07","SPECIE_UNKNOWN","",99,"North",-1,"M","SURFING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"2914",3064,"1980","07","SPECIE_UNKNOWN","",99,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"2915",3065,"1980","06","BLUE_SHARK","1980/06/26",5,"North",44,"F","DIVING","USA","NORTH_AMERICA","California",NA,"N/A",0
"2916",3066,"1980","05","SPECIE_UNKNOWN","1980/05/15",5,"South",22,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",1.8,"LARGO_1_2",0
"2917",3067,"1980","04","SPECIE_UNKNOWN","1980/04/25",6,"North",-1,"M","FISHING","JAMAICA","NORTH_AMERICA","St. Mary's Parish",NA,"N/A",0
"2918",3068,"1980","04","SPECIE_UNKNOWN","1980/04/22",3,"North",-1,"","BOATING","PHILIPPINES","ASIA","Romblon Province",NA,"N/A",1
"2919",3069,"1980","04","TIGER_SHARK","",99,"North",13,"F","SURFING","MEXICO","NORTH_AMERICA","Sinaloa",NA,"N/A",0
"2920",3070,"1980","03","TIGER_SHARK","1980/03/29",7,"South",52,"M","DIVING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"2921",3071,"1980","03","SPECIE_UNKNOWN","1980/03/28",6,"South",-1,"M","SWIMMING","BRAZIL","SOUTH_AMERICA","Rio de Janeiro",2,"LARGO_1_2",0
"2922",3072,"1980","03","SPECIE_UNKNOWN","1980/03/15",7,"North",-1,"F","BOATING","PHILIPPINES","ASIA","",NA,"N/A",1
"2923",3073,"1980","03","HAMMERHEAD_SHARK","1980/03/11",3,"South",61,"M","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",1.5,"LARGO_1_2",0
"2924",3074,"1980","01","WHITE_SHARK","1980/01/31",5,"South",24,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",2.8,"LARGO_2_3",0
"2925",3075,"1980","01","SPECIE_UNKNOWN","1980/01/25",6,"North",29,"M","FISHING","KENYA","AFRICA","Lamu Archipelago",2.2,"LARGO_2_3",0
"2926",3076,"1980","01","ZAMBESI_SHARK","1980/01/15",3,"South",29,"M","FISHING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",2,"LARGO_1_2",0
"2927",3077,"1980","01","HAMMERHEAD_SHARK","1980/01/13",1,"South",-1,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2928",3078,"1980","01","RAGGEDTOOTH_SHARK","1980/01/10",5,"South",25,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2,"LARGO_1_2",0
"2929",3079,"1980","01","WHITE_SHARK","1980/01/05",7,"South",-1,"M","DIVING","CHILE","SOUTH_AMERICA","Los Vilos",NA,"N/A",1
"2930",3082,"1980","00","SPECIE_UNKNOWN","",99,"South",20,"M","FISHING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2931",3083,"1980","00","SPECIE_UNKNOWN","",99,"South",20,"M","FISHING","TONGA","OCEANIA","Ha'api",NA,"N/A",0
"2932",3084,"1979","12","SPECIE_UNKNOWN","1979/12/21",6,"South",18,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",0
"2933",3085,"1979","12","WHITE_SHARK","1979/12/05",4,"North",19,"M","FISHING","PORTUGAL","EUROPE","Madeira Islands",NA,"N/A",1
"2934",3086,"1979","12","SPECIE_UNKNOWN","1979/12/01",7,"North",32,"M","DIVING","CHINA","ASIA","",1.8288,"LARGO_1_2",0
"2935",3087,"1979","11","WHITE_SHARK","1979/11/27",3,"North",20,"M","SURFING","USA","NORTH_AMERICA","Oregon",4,"LARGO_3_4",0
"2936",3088,"1979","11","WHITE_SHARK","1979/11/12",2,"South",-1,"","FISHING","SOUTH_AFRICA","AFRICA","Western Cape Province",5,"LARGO_4_5",0
"2937",3089,"1979","10","RAGGEDTOOTH_SHARK","1979/10/22",2,"South",-1,"M","FISHING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",2,"LARGO_1_2",0
"2938",3090,"1979","09","SPECIE_UNKNOWN","1979/09/14",6,"South",18,"M","DIVING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
